responsable,estado,escuela,nivel,cct,colonia,alcaldia,trabajos_finales,trabajos_solicitados,modalidad,avance
DGCOP,CONTRATADO,ANTONIO SANCHEZ MOLINA,PRIMARIA,09DPR4243L,PEDREGAL DE SN NICOLAS 1A SECC,TLALPAN,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-PINTURA EN EDIFICIOS Y/ O AULAS 
-POSTE 
- BURLADERO
-AULA DIGITAL MIXTLI","-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES ELECTRICAS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-PINTURA EN EDIFICIOS Y/ O AULAS 
-REPARACION DE PISOS CERAMICOS 
-CONSTRUCCION O REHABILITACION DE CUBIERTAS MANTENIMIENTO",PRESENCIAL,100.00%
DGCOP,CONTRATADO,ATENEO DE LA JUVENTUD,PRIMARIA,09DPR5157W,SAN MIGUEL TOPILEJO (PBLO),TLALPAN,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION DE MURO PERIMETRAL
-IMPERMEABILIZACION
-CONSTRUCCION DE CUBIERTA EN PATIO
-PINTURA EN EDIFICIOS Y/ O AULAS 
-POSTE 
- BURLADERO
-AULA DIGITAL MIXTLI","-IMPERMEABILIZACION
-REHABILITACION DE INSTALACIONES ELECTRICAS
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-CONSTRUCCION O REHABILITACION DE CUBIERTAS MANTENIMIENTO
-PINTURA EN EDIFICIOS Y/ O AULAS",PRESENCIAL,98.50%
DGCOP,CONTRATADO,SALVADOR TREJO ESCOBEDO,PRIMARIA,09DPR2002Z,SAN MIGUEL TOPILEJO (PBLO),TLALPAN,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION DE MURO PERIMETRAL
-CONSTRUCCION DE CUBIERTA EN PATIO
-POSTE 
- BURLADERO
-AULA DIGITAL MIXTLI","-CONSTRUCCION O REHABILITACION DE CUBIERTAS MANTENIMIENTO
-REHABILITACION DE INSTALACIONES ELECTRICAS
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-OTROS (MODULO DE LAVABOS)
-IMPERMEABILIZACION
-PINTURA EN EDIFICIOS Y/ O AULAS",PRESENCIAL,85.99%
DGCOP,CONTRATADO,LEYES DE REFORMA DEL 57,PRIMARIA,09DPR2012G,SAN MIGUEL AJUSCO (PBLO),TLALPAN,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION DE MURO PERIMETRAL
-IMPERMEABILIZACION
-REPARACION DE PISOS CERAMICOS 
-POSTE 
- BURLADERO
-AULA DIGITAL MIXTLI","-REHABILITACION DE MURO PERIMETRAL
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-OTROS (CISTERNA)
-REHABILITACION DE NUCLEOS SANITARIOS",PRESENCIAL,100.00%
DGCOP,CONTRATADO,TAVICHE,PREESCOLAR,09DJN0501S,SAN MIGUEL AJUSCO (PBLO),TLALPAN,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION DE MURO PERIMETRAL
-IMPERMEABILIZACION
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REPARACION DE PISOS CERAMICOS 
-POSTE 
- BURLADERO","-OTROS (REUBICACION DE BAÑOS DOCENTES)
-REHABILITACION DE MURO PERIMETRAL
-OTROS (CISTERNAR/TUVERIAS)
-REHABILITACION DE INSTALACIONES ELECTRICAS
-IMPERMEABILIZACION
-REHABILITACION DE CANCELERIA Y HERRERIA",EN LINEA,96.12%
DGCOP,CONTRATADO,ADOLFO CIENFUEGOS Y CAMUS,PRIMARIA,09DPR1737B,TACUBA,MIGUEL HIDALGO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-POSTE 
- BURLADERO
-AULA DIGITAL MIXTLI","-REHABILITACION DE NUCLEOS SANITARIOS
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-IMPERMEABILIZACION
-REHABILITACION DE CANCELERIA Y HERRERIA 
-OTROS (APLANADOS Y REPELLADOS)
-OTROS (TECHEMBRE DE ESCALERAS Y PISOS)",PRESENCIAL,100.00%
DGCOP,CONTRATADO,FRANCISCO EDUARDO TRESGUERRAS,PRIMARIA,09DPR1717O,TACUBA,MIGUEL HIDALGO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-IMPERMEABILIZACION
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
-POSTE 
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-CONSTRUCCION O REHABILITACION DE CUBIERTAS MANTENIMIENTO
-PINTURA EN EDIFICIOS Y/ O AULAS 
-REHABILITACION DE MURO PERIMETRAL",EN LINEA,100.00%
DGCOP,CONTRATADO,AGUSTIN MELGAR,PREESCOLAR,09DJN0262I,TACUBA,MIGUEL HIDALGO,"-REHABILITACION DE NUCLEOS SANITARIOS  
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
-PINTURA EN FACHADA","-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-REPARACION DE PISOS CERAMICOS 
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REHABILITACION DE INSTALACIONES ELECTRICAS
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS",PRESENCIAL,100.00%
DGCOP,CONTRATADO,LIC. JOAQUIN BARANDA,PRIMARIA,09DPR1704K,TACUBA,MIGUEL HIDALGO,"-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-PINTURA EN EDIFICIOS Y/ O AULAS 
- REHABILITACION DE AULAS DE USOS MULTIPLES","-CONSTRUCCION O REHABILITACION DE CUBIERTAS MANTENIMIENTO
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-OTROS (REHABILITACION DE COMERDO)
-REHABILITACION DE AULAS DE USOS MULTIPLES",PRESENCIAL,100.00%
DGCOP,CONTRATADO,IZKALOTZIN,SECUNDARIA,09DES0260U,CUAUHTEMOC PENSIL,MIGUEL HIDALGO,"-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-CONSTRUCCION DE CUBIERTA EN PATIO
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-POSTE 
- BURLADERO
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-CONSTRUCCION O REHABILITACION DE CUBIERTAS MANTENIMIENTO
-",PRESENCIAL,100.00%
DGCOP,CONTRATADO,ESCUELA SECUNDARIA TÉCNICA 26,SECUNDARIA,09DST0026H,PENSIL NORTE,MIGUEL HIDALGO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-IMPERMEABILIZACION
-PINTURA EN EDIFICIOS Y/ O AULAS 
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-IMPERMEABILIZACION
-REHABILITACION DE NUCLEOS 
-REHABILITACION DE MURO
-PINTURA EN EDIFICIOS Y/ O AULAS 
-CONSTRUCCION O REHABILITACION DE CUBIERTAS",PRESENCIAL,85.32%
DGCOP,CONTRATADO,PILTZIN CALLI,PREESCOLAR,09DJN0284U,TACUBA,MIGUEL HIDALGO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-IMPERMEABILIZACION
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-PINTURA EN EDIFICIOS Y/ O AULAS 
-CONSTRUCCION DE ESCALERAS DE EMERGENCIA 
-PINTURA EN FACHADA","-INSTALACIONES ELECTRICAS
-REHABILITACION DE PISOS
-REHABILITACION DE NUCLEOS 
-IMPERMEABILIZACION
-REHABILITACION DE CANCELERIA Y HERRERIA 
-PINTURA EN EDIFICIOS Y/ O AULAS",PRESENCIAL EN OTRO PLANTEL,96.50%
DGCOP,CONTRATADO,COMODORO MANUEL AZUETA PERILLOS,PRIMARIA,09DPR1680R,NUEVA ARGENTINA (ARGENTINA PONIENTE),MIGUEL HIDALGO,"-IMPERMEABILIZACION
-REHABILITACION DE CUBIERTA EN PATIO
-REHABILITACION DE CANCELERIA Y HERRERIA 
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-CONSTRUCCION O REHABILITACION DE CUBIERTAS
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REHABILITACION DE NUCLEOS SANITARIOS 
-INSTALACIONES ELECTRICAS
-IMPERMEABILIZACION",52,100.00%
DGCOP,CONTRATADO,CENTRO ESCOLAR MÉXICO 09DPR1733F,PRIMARIA,09DPR1733F,REFORMA PENSIL,MIGUEL HIDALGO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-PINTURA EN EDIFICIOS Y/ O AULAS 
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-INSTALACIONES ELECTRICAS
-INSTALACIONES HIDROSANITARIAS
-IMPERMEABILIZACION
-PINTURA EN EDIFICIOS Y/ O AULAS
-REHABILITACION DE NUCLEOS SANITARIOS",PRESENCIAL,80.50%
DGCOP,CONTRATADO,CENTRO ESCOLAR MÉXICO 09dpr17301,PRIMARIA,09DPR1730I,REFORMA PENSIL,MIGUEL HIDALGO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-REHABILITACION DE PISOS, ANDADORES O PATIOS
-CONSTRUCCION O REHABILITACION DE CUBIERTAS
-REHABILITACION DE MURO PERIMETRAL
-IMPERMEABILIZACION
-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES ELECTRICAS",PRESENCIAL,82.98%
DGCOP,CONTRATADO,SECUNDARIA FEDERAL,SECUNDARIA,09DES0339Q,SAN MATEO TLALTENANGO (PBLO),CUAJIMALPA DE MORELOS,"-CONSTRUCCION DE CUBIERTA EN PATIO
-PINTURA EN EDIFICIOS Y/ O AULAS 
-POSTE 
- BURLADERO
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-CONSTRUCCION O REHABILITACION DE CUBIERTAS
-PINTURA EN EDIFICIOS Y/ O AULAS 
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE MURO PERIMETRAL
-REHABILITACION DE NUCLEOS SANITARIOS
-OTRO (MANTENIMIENTO DE MURO)",PRESENCIAL,96.00%
DGCOP,CONTRATADO,CENTRO DE ATENCIÓN MÚLTIPLE No. 19,ESPECIAL- CAM,09DML0048Q,LOS CERRILLOS I,XOCHIMILCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-CONSTRUCCION DE CUBIERTA EN PATIO
-POSTE 
- BURLADERO
-PINTURA EN FACHADA","-CONSTRUCCION O REHABILITACION DE CUBIERTAS
-IMPERMEABILIZACION
-REHABILITACION DE NUCLEOS SANITARIOS",PRESENCIAL,90.00%
DGCOP,CONTRATADO,JUÁREZ Y CONSTITUCIÓN,PRIMARIA,09DPR2063N,SANTIAGO TULYEHUALCO (PBLO),XOCHIMILCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION DE MURO PERIMETRAL
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
- REHABILITACION DE AULAS DE USOS MULTIPLES 
-POSTE 
- BURLADERO
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","REHABILITACION DE NUCLEOS SANITARIOS 
IMPERMEABILIZACION
REHABILITACION DE INSTALACIONES HIDROSANITARIAS
CONSTRUCCION DE AULAS DE USOS MULTIPLES 
REHABILITACION DE PISOS, ANDADORES O PATIOS
REHABILITACION DE MURO PERIMETRAL",EN LINEA,90.00%
DGCOP,CONTRATADO,TLAZOCIHUALPILLI,PREESCOLAR,09DJN0241W,SANTIAGO TULYEHUALCO (PBLO),XOCHIMILCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
-PINTURA EN FACHADA","INSTALACIONES ELECTRICAS
CONSTRUCCION DE AULAS DE USOS MULTIPLES 
REHABILITACION DE INSTALACIONES HIDROSANITARIAS
REHABILITACION DE MURO PERIMETRAL
PINTURA EN EDIFICIOS Y/ O AULAS 
CONSTRUCCION O REHABILITACION DE CUBIERTAS",PRESENCIAL,95.00%
DGCOP,CONTRATADO,ENRIQUE C. REBSAMEN,PRIMARIA,09DPR2025K,SANTIAGO TULYEHUALCO (PBLO),XOCHIMILCO,"-REHABILITACION DE CUBIERTA EN PATIO
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
- REHABILITACION DE AULAS DE USOS MULTIPLES 
-AULA DIGITAL MIXTLI","-REHABILITACION DE PISOS, ANDADORES O PATIOS
-CONSTRUCCION O REHABILITACION DE CUBIERTAS
-REHABILITACION DE MURO PERIMETRAL
-OTROS (REPARACIÓN DE PISOS CERAMICOS)
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS",EN LINEA,100.00%
DGCOP,CONTRATADO,IGNACIO RAMIREZ,PREESCOLAR,09DJN0483T,SANTIAGO TULYEHUALCO (PBLO),XOCHIMILCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION DE MURO PERIMETRAL
-IMPERMEABILIZACION
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
- OTROS (ESCALERA MARINA)
-PINTURA EN FACHADA","-CONSTRUCCION O REHABILITACION DE CUBIERTAS 
-REHABILITACION DE MURO PERIMETRAL
-OTRO (INSTALACIÓN DE CODUCTO DE AGUA PARA DESCARGA DE PIPA
-REHABILITACION DE NUCLEOS SANITARIOS 
-OTROS (REPARACIÓN DE PISOS CERAMICOS)
-CONSTRUCCION DE AULAS DE USOS MULTIPLES",PRESENCIAL,100.00%
DGCOP,CONTRATADO,GRECIA,PRIMARIA,09DPR2076R,SANTA MARIA TEPEPAN (PBLO),XOCHIMILCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION DE MURO PERIMETRAL
-IMPERMEABILIZACION
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
-POSTE 
- BURLADERO
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-REHABILITACION DE ESCALERAS DE EMERGENCIA 
-CONSTRUCCION O REHABILITACION DE CUBIERTAS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
-IMPERMEABILIZACION
-REHABILITACION DE MURO PERIMETRAL",PRESENCIAL,100.00%
DGCOP,CONTRATADO,FRANCISCO GOITIA,PREESCOLAR,09DJN0641S,SAN PEDRO (BARR),XOCHIMILCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION DE MURO PERIMETRAL
-IMPERMEABILIZACION
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
- BURLADERO
-PINTURA EN FACHADA","-CONSTRUCCION O REHABILITACION DE CUBIERTAS 
-REHABILITACION DE MURO PERIMETRAL
-IMPERMEABILIZACION
-OTROS (PISO ANTIGOLPES)
-PINTURA EN EDIFICIOS Y/ O AULAS 
-OTROS (ARENEROS)",PRESENCIAL,100.00%
DGCOP,CONTRATADO,CAI SEP NO 32 CITLALPILYOCAN,INFANTIL,09DDI0039N,LA CONCHA,XOCHIMILCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION DE MURO PERIMETRAL
-REHABILITACION DE CUBIERTA EN PATIO
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
-POSTE 
- BURLADERO","-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-IMPERMEABILIZACION
-REPARACION DE PISOS CERAMICOS
-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE CANCELERIA Y HERRERIA 
-PINTURA EN EDIFICIOS Y/ O AULAS 
-OTROS (RAMPA DISCAPACIDAD)
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE INSTALACIONES ELECTRICAS",PRESENCIAL,100.00%
DGCOP,CONTRATADO,HERMILO NOVELO,PREESCOLAR,09DJN0438G,CAMPAMENTO 2 DE OCTUBRE I,IZTACALCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REPARACION DE PISOS CERAMICOS 
-POSTE 
- BURLADERO
-PINTURA EN FACHADA","-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-REHABILITACION DE NUCLEOS SANITARIOS 
-CONSTRUCCION O REHABILITACION DE CUBIERTAS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-PINTURA EN EDIFICIOS Y/ O AULAS",PRESENCIAL,99.00%
DGCOP,CONTRATADO,JESUS MASTACHE ROMÁN,PRIMARIA,09DPR2879G,CAMPAMENTO 2 DE OCTUBRE I,IZTACALCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-IMPERMEABILIZACION
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-REHABILITACION DE NUCLEOS SANITARIOS
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-OTROS (REHABILITACION DE MALLA Y AMPLIACIÓN)
-REHABILITACION DE CANCELERIA Y HERRERIA
-PINTURA EN EDIFICIOS Y/ O AULAS",PRESENCIAL,99.00%
DGCOP,CONTRATADO,CONCEPCION GONZÁLEZ NARANJO,PREESCOLAR,09DJN0048R,PANTITLAN V,IZTACALCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-IMPERMEABILIZACION
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-POSTE 
- BURLADERO
-PINTURA EN FACHADA","-REHABILITACION DE INSTALACIONES ELECTRICAS
-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-CONSTRUCCION O REHABILITACION DE CUBIERTAS
-PINTURA EN EDIFICIOS Y/ O AULAS",PRESENCIAL,100.00%
DGCOP,CONTRATADO,ESCUELA SECUNDARIA TÉCNICA 83,SECUNDARIA,09DST0083Z,PANTITLAN V,IZTACALCO,"-REHABILITACION DE INSTALACIONES  ELECTRICAS
-CONSTRUCCION DE CUBIERTA EN PATIO
-POSTE 
- BURLADERO
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-REHABILITACION DE INSTALACIONES ELECTRICAS
-CONSTRUCCION O REHABILITACION DE CUBIERTAS 
-REHABILITACION DE CANCELERIA 
-OTROS (RAMPA)",PRESENCIAL,100.00%
DGCOP,CONTRATADO,CENTRO DE ATENCIÓN MÚLTIPLE No. 105,ESPECIAL - CAM,09DML0139H,PANTITLAN V,IZTACALCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-PINTURA EN FACHADA","-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-INSTALACIONES ELECTRICAS
-REHABILITACION DE CUBIERTAS 
-CONSTRUCCION DE AULAS DE USOS MULTIPLES",PRESENCIAL,100.00%
DGCOP,CONTRATADO,ALBERT SCHWEITZER,SECUNDARIA,09DES0133Y,PANTITLAN IV,IZTACALCO,"-REHABILITACION DE INSTALACIONES  ELECTRICAS
-IMPERMEABILIZACION
-PINTURA EN EDIFICIOS Y/ O AULAS 
-SUSTITUCION DELINEA DE GAS
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-OTROS (FILTRACIÓN EN TALLERES Y AULAS)
-OTROS (CAMBIO DE INSTALACIÓN DE GAS)
-REHABILITACION DE PISOS, ANDADORES O PATIOS
-CONSTRUCCION O REHABILITACION DE CUBIERTAS 
-PINTURA EN EDIFICIOS Y/ O AULAS",PRESENCIAL,100.00%
DGCOP,CONTRATADO,REPÚBLICA DE RUANDA,PRIMARIA,09DPR0918E,RAMOS MILLAN BRAMADERO I,IZTACALCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
- REHABILITACION DE CUBIERTA EN PATIO
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
-POSTE 
- BURLADERO
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-REHABILITACION DE PISOS, ANDADORES O PATIOS
-PINTURA EN EDIFICIOS Y/ O AULAS
-REHABILITACION DE NUCLEOS SANITARIOS 
-CONSTRUCCION O REHABILITACION DE CUBIERTAS 
-REHABILITACION DE CANCELERIA Y HERRERIA 
-PINTURA EN EDIFICIOS Y/ O AULAS",EN LINEA,100.00%
DGCOP,CONTRATADO,GRAL. JUAN DE LA LUZ ENRIQUEZ,PRIMARIA,09DPR1080X,PANTITLAN V,IZTACALCO,"-REHABILITACION DE INSTALACIONES  ELECTRICAS
-IMPERMEABILIZACION
-REPARACION DE PISOS CERAMICOS 
-PINTURA EN EDIFICIOS Y/ O AULAS 
-POSTE 
- BURLADERO
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-CONSTRUCCION DE AULAS DE USOS MULTIPLES
-PINTURA EN EDIFICIOS Y/ O AULAS 
-INSTALACIONES ELECTRICAS
-IMPERMEABILIZACION
-OTROS (CANALETAS EN EDIFICIOS)
-REHABILITACION DE PISOS, ANDADORES O PATIOS",PRESENCIAL,100.00%
DGCOP,CONTRATADO,ACAMAPICHTLI,PRIMARIA,09DPR2286W,PANTITLAN IV,IZTACALCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-IMPERMEABILIZACION
- REHABILITACION DE CUBIERTA EN PATIO
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-CONSTRUCCION O REHABILITACION DE CUBIERTAS 
-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES ELECTRICAS
-IMPERMEABILIZACION",PRESENCIAL,92.80%
DGCOP,CONTRATADO,MTRO. LUIS CHAVEZ OROZCO,PRIMARIA,09DPR0937T,RAMOS MILLAN BRAMADERO I,IZTACALCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE MURO PERIMETRAL
-CONSTRUCCION DE CUBIERTA EN PATIO
-REHABILITACION DE CANCELERIA Y HERRERIA 
-AULA DIGITAL MIXTLI","-REHABILITACION DE INSTALACIONES HIDROSANITARIAS
-CONSTRUCCION O REHABILITACION DE CUBIERTAS 
-REHABILITACION DE MURO PERIMETRAL
-REHABILITACION DE CANCELERIA Y HERRERIA
-OTRO (TIRAS EN ESCALERAS",PRESENCIAL,95.25%
DGCOP,CONTRATADO,LIC. ADOLFO LÓPEZ MATEOS,PRIMARIA,09DPR0117N,PROVIDENCIA,AZCAPOTZALCO,"-REHABILITACION DE NUCLEOS SANITARIOS 
-REHABILITACION DE INSTALACIONES  HIDROSANITARIAS
-REHABILITACION DE INSTALACIONES  ELECTRICAS
-REHABILITACION  DE PISOS, ANDADORES O PATIOS
-REPARACION DE PISOS CERAMICOS 
- BURLADERO
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-REHABILITACION DE PISOS, ANDADORES O PATIOS
-REHABILITACION DE CANCELERIA Y HERRERIA 
-REHABILITACION DE ESCALERAS
-REPARACION DE PISOS CERAMICOS 
-REHABILITACION DE INSTALACIONES ELECTRICAS
-REHABILITACION DE NUCLEOS SANITARIOS",EN LINEA,100.00%
DGCOP,CONTRATADO,JUSTO SIERRA,PRIMARIA,09DPR1660D,SAN PEDRO XALPA (PBLO),AZCAPOTZALCO,"-REHABILITACION DE INSTALACIONES  ELECTRICAS
-IMPERMEABILIZACION
-REHABILITACION DE CANCELERIA Y HERRERIA 
- BURLADERO
-PINTURA EN FACHADA
-AULA DIGITAL MIXTLI","-IMPERMEABILIZACION
-REHABILITACION DE INSTALACIONES ELECTRICAS
-CONSTRUCCION O REHABILITACION DE ESCALERAS DE EMERGENCIA",EN LINEA,100.00%
